Number Name Size Length Width Height OriginalFrameCount SettingFrameCount OriginalFrameRate SettingFrameRate Time
8113 73d01389-cf2e-45c0-9bab-44d336418e50.mp4 216825654 513.33 2560 1920 15399 513 30.0 1.0 0.46
8114 000cd456-ff8d-499b-b0c1-4acead128a8b.mp4 244010466 958.1 1920 1440 28743 958 30.0 1.0 1.14
8115 28170c86-29ba-43e8-8699-e76161f16b98.mp4 369995431 997.53 1920 1440 29925 997 30.0 1.0 0.40
8116 bd96484b-6f8c-492b-8969-cae99c868b4d.mp4 2171309742 3174.22 1440 1080 95226 3174 30.0 1.0 0.73
8117 94524583-705e-40cc-91c4-b484e9f8fd0f.mp4 292330015 599.1 1920 1440 17973 599 30.0 1.0 0.43
8118 81cb2df0-5184-473b-9cc5-70bbf43d3e8c.mp4 318304768 923.33 1440 1080 27699 923 30.0 1.0 0.71
8119 c4456909-4530-44ac-ba6d-67ac04cd5f8f.mp4 165258706 621.14 1920 1080 18634 621 30.0 1.0 0.72
8120 124d8745-52d7-464c-bb46-65b96bbdcffa.mp4 393607978 2171.14 1440 1080 65134 2171 30.0 1.0 0.73
8121 4a867792-9dbc-4563-a7ec-7d423235e4e2.mp4 134597345 387.93 1920 1080 11637 387 30.0 1.0 0.69
8122 eafc77b4-8b79-47f6-b3ab-bae2fb7703c3.mp4 80692524 2560.21 1440 1080 76806 2560 30.0 1.0 0.71
8123 82819876-4ca6-476b-b577-46ff0bb968fe.mp4 5522092 25.07 2560 1920 752 25 30.0 1.0 0.45
8124 3368ebb9-b94f-4963-a825-6c6ebe706d45.mp4 90197062 477.78 1440 1080 14333 477 30.0 1.0 0.60
8125 5edde925-3aa2-41eb-b14e-81a3d060ee47.mp4 371232492 426.9 1920 1080 12807 426 30.0 1.0 0.39
8126 16f5b832-1c4b-45f9-97bb-240cea374732.mp4 579877910 324.89 1920 1080 9746 324 30.0 1.0 1.01
8127 2b7ace86-149f-4354-b617-c8ebd08c5310.mp4 517228398 1470.36 1920 1080 44110 1470 30.0 1.0 0.68
8128 371c854c-6c02-4d59-90ff-f07b3cb5d3f4.mp4 99250961 170.9 1920 1440 5127 170 30.0 1.0 0.67
8129 e94b366a-a6dc-4433-a409-c36567ac6ba9.mp4 474088000 751.45 810 1080 22543 751 30.0 1.0 0.66
8130 3042fd2e-3029-4725-9279-85e095537aa9.mp4 21759691 74.77 1920 1440 2243 74 30.0 1.0 0.69
8131 09f2bc9c-f1e7-465d-ab5f-d5bdaeb4fb20.mp4 99525203 321.4 1440 1080 9642 321 30.0 1.0 0.32
8132 03cc49c3-a7d1-445b-9a2a-545c4fae6843.mp4 167977635 651.03 1440 1080 19530 651 30.0 1.0 0.33
8133 aeadb544-fd9f-4bb8-bfbd-fbefd899ec8e.mp4 723857453 1407.41 1920 1440 42222 1407 30.0 1.0 0.74
8134 d84b7316-6db7-49f3-be95-49121c5a68d7.mp4 1146603422 3840.3 1440 1080 115209 3840 30.0 1.0 0.37
8135 ef7b607b-04a9-47f3-ab54-45a94e57c172.mp4 716731710 2060.91 1920 1080 61827 2060 30.0 1.0 0.77
8136 02aeefb5-0350-4b3c-ac2b-5cfebdc181df.mp4 1913185598 576.53 1440 2880 17295 576 30.0 1.0 0.55
8137 fc3be64b-873c-4947-ab05-bda776b09924.mp4 3273257 6.78 1920 1440 203 6 30.0 1.0 0.70
8138 1252589c-8732-4404-ac89-d57f78634ce5.mp4 805333819 1772.77 1440 1080 53183 1772 30.0 1.0 0.75
8139 582ce3c3-cf84-4af6-b224-154403f7eb96.mp4 530619324 2073.76 1920 1080 62212 2073 30.0 1.0 0.73
8140 0a38f893-eb64-4fc6-b916-5cd1e9c93606.mp4 106823839 253.8 1440 1080 7614 253 30.0 1.0 0.98
8141 dc030d61-5866-4285-934f-b0144346e067.mp4 436522707 2002.07 1920 1440 60062 2002 30.0 1.0 0.41
8142 3a9464f8-5025-4a79-ac94-9e3d51f1ef49.mp4 721266574 1861.26 1920 1440 55837 1861 30.0 1.0 0.74
8143 24f035b3-fa40-4846-9546-fb61271e5caa.mp4 3316558 6.1 2560 1920 183 6 30.0 1.0 0.44
8144 ecb608ac-6443-46d4-9025-1300c456b8c8.mp4 13105967 84.77 1440 1080 2543 84 30.0 1.0 0.59
8145 e9292246-82de-4d31-9f5c-88e68d14021b.mp4 613722525 3174.22 1440 1080 95226 3174 30.0 1.0 0.80
8146 92f8142a-25aa-444a-ae37-43fae4f95f18.mp4 321244100 895.37 1440 1080 26861 895 30.0 1.0 0.72
8147 4b5e3739-956c-4178-ab7b-ad7614828f30.mp4 490458891 961.43 1920 1440 28842 961 30.0 1.0 0.75
8148 3a32c2ed-6988-40fe-a8e9-a2188f001f11.mp4 46833369 337.27 1440 1080 10118 337 30.0 1.0 0.61
8149 f7b2230d-6006-462e-a3e0-b0f3865257c9.mp4 450398348 1272.9 1920 1080 38187 1272 30.0 1.0 0.71
8150 a5c10f2d-b374-49ff-bdfb-fff51f66f644.mp4 439457139 3189.6 1440 1080 95688 3189 30.0 1.0 0.72
8151 97e963af-0bc6-46a1-8e8a-de790a5ca012.mp4 550580768 1800.03 1920 1080 54000 1800 30.0 1.0 0.77
8152 0db480f6-57f4-4dec-a609-000abf1bf7de.mp4 53159415 284.9 1440 1080 8547 284 30.0 1.0 0.31
8153 ef2a9db9-66bb-4543-8898-22f93e69bc39.mp4 61641257 296.4 1440 1080 8892 296 30.0 1.0 0.64
8154 fc076376-5efa-4efe-afab-32761bbaa830.mp4 194946137 804.09 1920 1080 24122 804 30.0 1.0 0.70
8155 982e2d58-f1a9-444b-9151-756a920dcd9e.mp4 315697057 708.03 1920 1440 21240 708 30.0 1.0 0.72
8156 217b513e-ce31-4118-875d-51393db09cfe.mp4 205940476 386.24 1920 1440 11587 386 30.0 1.0 0.78
8157 ea26e6c4-a144-43a4-8549-07f7b8030454.mp4 131509146 300.27 1920 1440 9008 300 30.0 1.0 0.80
8158 947b05d2-6787-4da9-82bf-8d6fbb3c4419.mp4 915026210 1050.9 1920 1080 31527 1050 30.0 1.0 0.72
8159 fb0fc100-701e-480a-b31a-133059115868.mp4 1103857163 2254.4 2560 1920 67632 2254 30.0 1.0 0.47
8160 f4cc5fdc-f64f-4dd7-9b95-61db9bbf33d5.mp4 394929149 1047.74 1440 1080 31432 1047 30.0 1.0 0.63
8161 1a49202c-eceb-446d-8d12-11cc55856f56.mp4 207235659 399.23 1920 1440 11976 399 30.0 1.0 0.41
8162 0e3ee603-7b9d-459d-9006-65285f3efd23.mp4 1798580284 934.87 1440 1080 28046 934 30.0 1.0 0.95
8163 aa590f8a-1e90-4bcd-b007-47baf9f8c389.mp4 282566265 515.71 1920 1440 15471 515 30.0 1.0 0.83
8164 d939955c-6db9-4406-8b7b-085494320bc7.mp4 987335928 1383.17 1920 1080 41495 1383 30.0 1.0 1.04
8165 b391c221-f390-40e2-a210-a22616adb272.mp4 470350184 4217.43 1440 1080 126522 4217 30.0 1.0 0.78
8166 db532215-0f8f-4cb9-8118-004746c5786f.mp4 280549609 2063.87 1440 1080 61916 2063 30.0 1.0 0.69
8167 03714ff5-bc12-473f-8746-7ffe7251d87f.mp4 47945116 662.7 1440 1080 19881 662 30.0 1.0 0.33
8168 a6f99fa0-6ad4-4b1c-b7bd-68d69e708736.mp4 1090334718 1222.83 1920 1080 36684 1222 30.0 1.0 0.38
8169 c085f6a2-72e6-4034-875a-fceb2f5ab0ae.mp4 881192833 1501.0 2880 1080 45030 1501 30.0 1.0 0.91
8170 65bd2d81-f7d6-4ef5-a253-374d758e2a66.mp4 695793069 1554.4 2560 1920 46632 1554 30.0 1.0 0.51
8171 3e57294f-505b-4551-ae8a-3c9ebc96bcdc.mp4 2409468270 1496.57 1920 1080 44897 1496 30.0 1.0 0.70
8172 38a28dd4-d0ec-48ea-a6d1-df539364f6ad.mp4 540041878 1404.33 1920 1080 42129 1404 30.0 1.0 0.73
8173 3e7e162a-1cb3-4bdc-b6c2-e14845298360.mp4 1565491467 3378.33 1440 1080 101349 3378 30.0 1.0 0.37
8174 aa086af4-6f66-4206-8456-6d98257d11a1.mp4 1237874351 1501.15 2880 1080 45034 1501 30.0 1.0 0.82
8175 df283070-9970-47ae-82c9-27fac4b75387.mp4 351666992 708.01 1920 1440 21240 708 30.0 1.0 0.76
8176 f76ce141-0c62-42c3-bf50-3967b7116c5e.mp4 71608288 469.25 1440 1080 14077 469 30.0 1.0 0.63
8177 400b98f7-cc9c-41ec-b042-9b9ab8878db7.mp4 367737100 1193.92 1920 1080 35817 1193 30.0 1.0 0.67
8178 22981bfd-56c4-4ea8-b46b-20830bd40b1d.mp4 16103723 102.53 1440 1080 3075 102 30.0 1.0 0.60
8179 e8ed2917-9442-4237-b15e-cd0b6c839d38.mp4 1408318519 2084.23 2560 1920 62526 2084 30.0 1.0 0.51
8180 d09e4f6d-7db8-460f-a26b-0e9f3a24719a.mp4 5530278599 4135.97 1920 1080 124079 4135 30.0 1.0 0.39
8181 baacb901-cfe6-4a06-b82e-4a69faf82bfa.mp4 529655740 910.0 1920 1080 27300 910 30.0 1.0 0.36
8182 d7e5ab1c-dd41-4c1b-be7e-fe33579f6cfc.mp4 322805089 2018.57 1440 1080 60557 2018 30.0 1.0 0.69
8183 a5d416f3-723a-4181-8ed3-3e3c97a4cd3c.mp4 841445373 2374.08 1920 1080 71222 2374 30.0 1.0 0.81
8184 a694d636-cc23-4cb5-87c8-11b4aa504f6e.mp4 284016996 2317.27 1440 1080 69518 2317 30.0 1.0 0.35
8185 d80a3cc6-2fb8-42ff-9cf9-6cb32eab8566.mp4 15343957 59.8 1440 1080 1794 59 30.0 1.0 0.60
8186 3ae05e5a-f724-41e8-9000-90b7dd31379b.mp4 159389775 311.6 1920 1440 9348 311 30.0 1.0 0.76
8187 09bfaba7-450e-4141-9fe9-7db3a6b2c604.mp4 417892702 1469.27 2560 1920 44078 1469 30.0 1.0 0.48
8188 f31d3576-c9cd-42e2-a5a7-6f9fe52e9940.mp4 1578812172 3785.37 1920 1080 113561 3785 30.0 1.0 0.79
8189 d933aa04-7b9f-419d-8d70-a3bebeca6c34.mp4 1295141240 2593.23 1920 1440 77796 2593 30.0 1.0 0.77
8190 8455478f-ddba-4c24-a9a9-a05595643751.mp4 751022029 5362.33 1088 1080 160869 5362 30.0 1.0 1.09
8191 4dcf1151-b0dd-49e8-8e76-3d0075d4c3f7.mp4 67406623 129.7 1920 1080 3890 129 30.0 1.0 0.42
8192 4c64e0d9-72f4-427f-995d-112ef1a2b7a1.mp4 212114512 657.2 1920 1080 19716 657 30.0 1.0 0.67
8193 7d444081-73d8-405d-9bcc-9620e5feefaf.mp4 4781359012 1185.63 2560 1920 35568 1185 30.0 1.0 0.63
8194 fc99f0ad-1d53-4565-94ee-efe2ff0005cb.mp4 2300573 37.63 1920 1080 1128 37 30.0 1.0 0.58
8195 6e330145-3fe9-44f7-8f84-801717da9ea2.mp4 492719957 984.8 1920 1080 29544 984 30.0 1.0 0.68
8196 c9a135a3-233e-4e76-9793-0fca387345e4.mp4 332045574 1595.2 1440 1080 47856 1595 30.0 1.0 0.67
8197 e1b22a6c-dfd6-4c11-a9f6-1033b110f766.mp4 1307611065 1283.43 1920 1080 38502 1283 30.0 1.0 0.71
8198 7f806670-8a33-4462-b02d-305c1426475b.mp4 1453951589 2570.9 1440 1080 77127 2570 30.0 1.0 0.75
8199 0123d797-c17d-42db-8268-53150a0641ad.mp4 21324727 176.1 1440 1080 5283 176 30.0 1.0 0.62
8200 8e7ed55a-4c81-4b87-802f-7e28c8190c50.mp4 231000674 1057.27 1440 1080 31718 1057 30.0 1.0 0.64
8201 9c4a113c-87ab-4864-a80d-4b81c5ecda91.mp4 236539360 783.07 1920 1440 23492 783 30.0 1.0 0.72
8202 b79c342b-db1e-407e-958a-e1585c6c3ddd.mp4 252871977 495.0 1920 1080 14850 495 30.0 1.0 0.37
8203 3d7ba528-96d9-4a82-9e9b-b2a04a114639.mp4 89753060 235.6 1920 1080 7068 235 30.0 1.0 0.34
8204 81c4eff3-339b-456f-ad02-c086bc65261a.mp4 575599660 1800.0 1920 1080 54000 1800 30.0 1.0 0.38
8205 5ea2f8d5-93cc-4512-88de-b288b5bc07f4.mp4 679900120 1588.8 1920 1440 47664 1588 30.0 1.0 0.45
8206 a51026e3-4163-46ba-8d54-766fa8a17a7a.mp4 161391577 1682.71 1440 1080 50481 1682 30.0 1.0 0.74
8207 3bba24a5-f80c-4798-96a8-96687b4aba60.mp4 6299663 50.37 1440 1080 1511 50 30.0 1.0 0.56
8208 dad4eb3d-3331-48e5-b3d8-81b7d5fb3ab0.mp4 252888248 2124.73 1440 1080 63741 2124 30.0 1.0 0.33
8209 dda77c62-2b60-4a66-baef-ebc25ff7bb79.mp4 3725940 10.43 1920 1080 312 10 30.0 1.0 0.65
8210 bf1957be-e4f0-46a7-927c-15b54f0045e5.mp4 37271016 141.95 1440 1080 4258 141 30.0 1.0 0.65
8211 4474c9c2-9d20-46fd-8fec-7d64942738e7.mp4 464263311 786.51 1920 1440 23595 786 30.0 1.0 0.84
8212 e0cd64ef-f4df-454d-8073-60cd3ae06904.mp4 88606322 146.7 1920 1440 4401 146 30.0 1.0 0.38
8213 dfdfde56-5e0f-4e8f-aa5b-73fae9336086.mp4 220254026 1192.35 1440 1080 35770 1192 30.0 1.0 0.66
8214 34b0812d-21a9-48ad-a2f3-435455f169f0.mp4 8080521 11.44 1920 1440 343 11 30.0 1.0 0.72
8215 f378c155-a574-4e89-bc56-f69ca4ee1d85.mp4 54421546 1094.33 1440 1080 32829 1094 30.0 1.0 0.97
8216 a06ac945-e65f-4259-9563-00bbcf62436f.mp4 377144675 881.5 1920 1080 26445 881 30.0 1.0 0.76
8217 1f36976c-e0fb-4d4b-b029-1b1be0167673.mp4 221497784 511.8 1920 1080 15354 511 30.0 1.0 0.76
8218 059e870d-60ea-46e9-86ee-fc6b1833f4f6.mp4 434226146 406.03 1920 1440 12180 406 30.0 1.0 0.42
8219 518f1a3e-f62f-4889-b2fb-de94146e254f.mp4 144993001 1049.8 1920 1440 31494 1049 30.0 1.0 0.73
8220 16a1999e-f488-4da8-a367-a037a94ac79f.mp4 76377726 210.14 1920 1440 6304 210 30.0 1.0 0.71
8221 ccbb2c19-ceb7-4e64-8132-b4f30ca1c1de.mp4 1586960005 1007.3 1920 1440 30219 1007 30.0 1.0 0.98
8222 4508282f-ac4a-4aca-bee4-f7e071eff5d1.mp4 37891007 318.37 1440 1080 9551 318 30.0 1.0 0.59
8223 ee61fca8-8821-41e8-9e2f-a81632ae7f89.mp4 581950928 1287.4 1920 1440 38622 1287 30.0 1.0 0.37
8224 5f518f35-a5f9-4f95-ab77-c918bba3520a.mp4 2198107062 1501.0 1440 2880 45030 1501 30.0 1.0 0.49
8225 414cfb9b-e020-4319-9ea7-57eab5bb701b.mp4 269811705 956.91 1280 720 28707 956 30.0 1.0 0.66
8226 a793c16e-918a-4900-af3e-12e262a2a2d9.mp4 467009730 3235.57 1440 1080 97067 3235 30.0 1.0 0.37
8227 36911f7d-320a-4372-8f8e-5bfb7c1961a9.mp4 308484975 708.03 1920 1440 21240 708 30.0 1.0 0.71
8228 62c12be8-06e4-4bd6-936d-e6f349252afa.mp4 156101165 922.63 1440 1080 27678 922 30.0 1.0 0.31
8229 40b33c95-3689-4ec8-8765-7e926f623b75.mp4 1022317717 1829.54 1440 1080 54886 1829 30.0 1.0 0.72
8230 d3584f37-ccbf-40a9-8e20-eccb5564ce69.mp4 135399991 171.7 1920 1080 5151 171 30.0 1.0 0.40
8231 512db5d5-6aa3-4777-a1ba-1ea1718db929.mp4 239133853 714.57 1920 1080 21437 714 30.0 1.0 0.36
8232 8c0f0c4d-e592-4cb5-a7fc-cce5f3173111.mp4 313872635 2210.9 1920 1080 66327 2210 30.0 1.0 0.69
8233 6b7c3181-e81f-4b75-a60b-92c6f0ba267e.mp4 87223468 490.37 1440 1080 14711 490 30.0 1.0 0.67
8234 c8017ca1-1510-4824-b715-42d3e8faab8e.mp4 479484874 1551.92 1920 1080 46557 1551 30.0 1.0 0.71
8235 0655e194-9ddc-41c4-9708-7e6c7a256fa0.mp4 48505251 546.7 1440 1080 16401 546 30.0 1.0 0.63
8236 214ea47c-afe7-4fa5-a914-8d7f659a2ff8.mp4 27241393 74.43 1920 1440 2232 74 30.0 1.0 0.70
8237 5ce89e88-118d-4a36-b1d6-cb65fdbe4063.mp4 361014760 1112.48 1440 1080 33374 1112 30.0 1.0 0.71
8238 c4735091-4299-4735-a855-6814d6a492d8.mp4 207698072 473.9 1440 1080 14217 473 30.0 1.0 0.70
8239 59b50c5b-0c48-424b-aa12-acc88c502f7c.mp4 17240717 79.8 1440 1080 2394 79 30.0 1.0 0.33
8240 06d31b53-9e3b-4acf-b764-ecbf11434f68.mp4 401612627 1324.03 1920 1080 39720 1324 30.0 1.0 0.70
8241 a1277cc9-6b5e-4c63-9642-762ec33505a4.mp4 464019996 1505.7 1920 1080 45171 1505 30.0 1.0 0.71
8242 440d66ad-03b6-4868-ac82-ef26dbdd1ce9.mp4 10027458786 2638.07 2560 1920 79142 2638 30.0 1.0 0.58
8243 47f60ff3-cdcb-40b5-bc32-c46eb241e51d.mp4 253698205 832.4 1920 1440 24972 832 30.0 1.0 0.39
8244 a7447699-b626-4e1a-932d-5cfc102c1834.mp4 1036655375 3265.44 1440 1080 97963 3265 30.0 1.0 0.74
8245 6e8f4787-2e15-4df7-8891-0d6b4d7bc8e6.mp4 274021382 391.63 1920 1440 11748 391 30.0 1.0 0.43
8246 742f406e-551f-4686-97e4-a686857cabdc.mp4 238122948 1457.33 1920 1080 43719 1457 30.0 1.0 0.66
8247 459bcec4-bca8-47be-9348-149bcdb08a43.mp4 2880696101 5290.36 1440 1080 158710 5290 30.0 1.0 0.89
8248 af7bc929-7fa9-414f-bded-016f2b573229.mp4 440603159 1787.95 1920 1080 53638 1787 30.0 1.0 0.74
8249 e2f6637c-b3c4-4d19-bef4-0d2dd202f1a6.mp4 65994583 140.61 1920 1440 4218 140 30.0 1.0 0.66
8250 95efe19e-d0cb-415d-80eb-a1f883d88f55.mp4 551124362 1852.14 1920 1080 55564 1852 30.0 1.0 0.76
8251 b1076795-4132-40a4-add7-259006b85b18.mp4 179957394 563.62 1920 1440 16908 563 30.0 1.0 0.73
8252 27e6c383-64b8-41c3-80ac-87c20d6e588b.mp4 2552715213 4805.51 1440 1080 144165 4805 30.0 1.0 0.85
8253 1b9bfc87-8b90-450d-854c-1cba3f0227f4.mp4 356192089 614.8 2560 1920 18444 614 30.0 1.0 0.45
8254 bc215572-bd4c-4457-bbc1-58cdd6398cc7.mp4 2692790347 3949.17 1440 1080 118475 3949 30.0 1.0 0.34
8255 85782c5f-a240-44d9-951c-27f0bb3f7f4c.mp4 1044101755 5751.32 1088 1080 172539 5751 30.0 1.0 0.79
8256 f3b1d2c0-728b-40c4-bc8f-236b7a558dcc.mp4 293591077 2405.2 1440 1080 72156 2405 30.0 1.0 0.71
8257 b264c17e-145a-4dd0-90c4-397d0f5b8057.mp4 464988952 1259.37 1920 1080 37781 1259 30.0 1.0 0.68
8258 2b8a34f9-10ac-4961-86e1-b09de51a15cd.mp4 840406794 1800.13 1920 1080 54003 1800 30.0 1.0 0.75
8259 a3f45e46-6c63-402c-a6b9-1c3ad529166d.mp4 147094729 282.40999999999997 1920 1440 8472 282 30.0 1.0 0.69
8260 6b1d84f1-11af-4d3d-ae09-6068eefc2158.mp4 41760912 124.4 1920 1080 3732 124 30.0 1.0 0.64
8261 72b97481-8ec2-4779-be46-615ae9de4d58.mp4 262098759 687.47 1920 1080 20624 687 30.0 1.0 0.71
8262 ce0abf2c-ad60-4b15-9b08-76ddc9b89468.mp4 2666439446 531.57 2560 1920 15947 531 30.0 1.0 0.53
8263 682e2127-e8f3-40c7-99d1-85fff16cf8e4.mp4 564639580 1576.83 1440 1080 47304 1576 30.0 1.0 0.35
8264 2e4be5eb-4d3f-41cb-9cb1-d8d8f823a7b5.mp4 877427544 3815.97 1440 1080 114479 3815 30.0 1.0 0.70
8265 95e9d28f-02ce-4110-b219-f11a497a2323.mp4 297800043 708.03 1920 1440 21240 708 30.0 1.0 0.77
8266 bbe7b4ee-0e62-4fb5-877e-d4c76a0c8247.mp4 22509970 124.52 1440 1080 3735 124 30.0 1.0 1.47
8267 045ef85b-bc6c-431e-b29c-90d300b52be1.mp4 651666021 1501.15 2880 1080 45034 1501 30.0 1.0 0.75
8268 272e0c35-187a-4e8d-931a-dd8dd6eda511.mp4 211565105 1083.5 1440 1080 32505 1083 30.0 1.0 0.67
8269 1309c412-1d3b-449a-95d7-853616686f89.mp4 301225019 1840.5 1920 1080 55215 1840 30.0 1.0 0.69
8270 ecb78f48-0919-4776-8f63-7017cca5a841.mp4 635438424 1800.13 1920 1080 54003 1800 30.0 1.0 0.70
8271 94d949bb-f314-446b-95fb-a24a09694264.mp4 1229355056 623.87 1920 1440 18716 623 30.0 1.0 0.43
8272 c77015b4-40e1-44f5-b411-6b962dfd3157.mp4 453510328 598.33 1920 1080 17949 598 30.0 1.0 0.44
8273 52144b02-e564-4eec-8111-d3b2b0ddc649.mp4 120604686 338.77 2560 1920 10163 338 30.0 1.0 0.46
8274 8b633bf7-5585-4bb1-bb68-eea38ac9f14a.mp4 158241456 498.78 1920 1440 14963 498 30.0 1.0 0.69
8275 0a569c6b-2818-410c-8eff-9b0290b2404c.mp4 1131950709 1398.0 2880 1080 41940 1398 30.0 1.0 0.84
8276 db1c6249-b2ed-4830-b9bf-c3375b3ad93e.mp4 246656135 2134.43 1440 1080 64032 2134 30.0 1.0 0.69
8277 1a567360-aaef-4823-a4b0-f2007b3225ff.mp4 422606702 1316.46 1920 1080 39493 1316 30.0 1.0 0.74
8278 4aad040a-2125-4bbc-8bae-241ef23824d9.mp4 137874065 128.51 1920 1440 3855 128 30.0 1.0 0.77
8279 3a441dbe-7d0e-4781-8fbb-d47342735581.mp4 777309565 4232.29 1440 1080 126968 4232 30.0 1.0 0.76
8280 776749e2-dbd3-46f9-95f9-d20c431f4749.mp4 99167213 1269.8 1440 1080 38094 1269 30.0 1.0 0.64
8281 9b8cf89b-e80b-47d1-ba5d-5b0a5a526285.mp4 177167529 932.27 2560 1920 27968 932 30.0 1.0 0.46
8282 55a02e96-a6a2-4d37-8e4a-05abb6b4143e.mp4 83080459 342.6 1920 1080 10278 342 30.0 1.0 0.68
8283 e58207f1-84ec-424b-a997-ff64a57eb13b.mp4 1112414530 3611.82 1920 1080 108354 3611 30.0 1.0 0.83
8284 1bfac46e-f957-4495-9583-dbd7fa683225.mp4 7159226452 16019.77 1920 1080 480593 16019 30.0 1.0 0.45
8285 39af7641-e376-4a99-977f-4d7f746e14ba.mp4 756977168 2061.56 1920 1080 61846 2061 30.0 1.0 0.73
8286 3998bcdb-1f69-45c1-be18-531e8d21366a.mp4 475542370 1378.23 1920 1080 41346 1378 30.0 1.0 0.80
8287 8e92e289-96dd-4777-b485-3dd1efb2d757.mp4 18642489 51.5 1920 1440 1545 51 30.0 1.0 0.71
8288 7008d104-84d1-4f3f-a691-41e36375ef92.mp4 302218164 489.9 2560 1920 14697 489 30.0 1.0 0.48
8289 04f9cc5e-01ad-4a1a-a697-97d4dee0a37b.mp4 350935205 692.83 1440 1080 20784 692 30.0 1.0 0.35
8290 4480f4ee-d218-41bd-8cdf-a7cbe13b61a0.mp4 346528694 708.01 1920 1440 21240 708 30.0 1.0 0.73
8291 619e72c5-136b-46ae-bc44-92fc4d113882.mp4 1084876441 1063.13 2560 1920 31893 1063 30.0 1.0 0.55
8292 6f140645-1904-4493-862d-06929ec947db.mp4 255683987 812.33 1440 1080 24369 812 30.0 1.0 0.73
8293 342cb558-ab3e-4b04-8169-a68bbf06a448.mp4 550815937 1800.13 1920 1080 54003 1800 30.0 1.0 0.72
8294 2d560d56-dc47-4c76-8d41-889c8aa55d66.mp4 1040080585 9233.33 1440 1080 276999 9233 30.0 1.0 0.94
8295 0e254242-9a2b-453a-a9d5-24313f3a50af.mp4 432301784 1800.0 1920 1080 54000 1800 30.0 1.0 0.37
8296 2de56aa1-54d3-4d99-ab0d-6610560f30bc.mp4 772818674 2707.2 1440 1080 81216 2707 30.0 1.0 0.38
8297 a6b81d4e-484a-4987-85bf-f1582b66ed0c.mp4 18622073 74.9 1920 1440 2247 74 30.0 1.0 0.66
8298 c444e21e-203f-4eaf-8d91-9593ddeb6c13.mp4 173533157 434.43 2560 1920 13032 434 30.0 1.0 0.48
8299 cc3ec3a3-baf0-475f-b55a-ceb90244b869.mp4 571403409 1534.49 1920 1080 46034 1534 30.0 1.0 0.76
8300 cc7effc3-f01a-4968-9c8f-8ab563db28fe.mp4 8943197 210.26 1440 1080 6307 210 30.0 1.0 0.65
8301 635cb327-1636-4fbc-a9ca-5a7adfc34b2e.mp4 132326662 325.63 1920 1080 9768 325 30.0 1.0 0.41
8302 31111c3c-a136-4a4a-a0bc-540a544aa4bc.mp4 244506006 970.6 1920 1080 29118 970 30.0 1.0 0.66
8303 10167fcf-348b-4697-8506-d2411af13df4.mp4 2170698 25.97 1440 1080 779 25 30.0 1.0 0.55
8304 eac69ea6-7f0a-4aa9-990e-12b8d83789e9.mp4 11914083 17.02 1920 1440 510 17 30.0 1.0 0.76
8305 d61475bb-fd97-43e3-8b7d-a242064a9d10.mp4 577475176 1800.03 1920 1080 54000 1800 30.0 1.0 0.71
8306 170f8864-870c-42e9-8d3f-56f3cc5a8100.mp4 110517137 498.0 1440 1080 14940 498 30.0 1.0 0.70
8307 e3c1e779-2f28-4bc6-8bb9-6c1bb7bc7dec.mp4 962930870 1501.15 2880 1440 45034 1501 30.0 1.0 0.86
8308 1a36f5e0-9640-4b3e-a0ca-109add2d873c.mp4 284274753 691.97 1440 1080 20759 691 30.0 1.0 0.31
8309 53f77451-7cf7-47bf-9f87-7e90c0129a02.mp4 254133427 1772.93 2560 1920 53187 1772 30.0 1.0 0.45
8310 6c2777fc-48cc-4d52-8ad0-44d0f9d0c3b1.mp4 277060116 6348.42 1440 1080 190452 6348 30.0 1.0 0.81
8311 ba1de596-15f4-45f3-bab3-dbf7283490be.mp4 282766674 928.17 1920 1080 27845 928 30.0 1.0 0.78
8312 ca1773b8-ec8e-4f61-8e8f-7e4211830793.mp4 457656547 1765.29 1920 1080 52958 1765 30.0 1.0 0.74
8313 5ab37425-2ea0-4082-bde3-e94faab088e4.mp4 198007397 384.43 2560 1920 11532 384 30.0 1.0 0.49
8314 853caa61-74fd-426f-a0c0-84a128fbea1c.mp4 416244879 1023.77 1920 1080 30713 1023 30.0 1.0 0.36
8315 d3075d27-12e9-40ec-9066-cb381eed8aa6.mp4 371147868 954.52 1440 1080 28635 954 30.0 1.0 0.72
8316 def26f88-2696-4b70-a545-33ad481ca696.mp4 156355246 481.57 2560 1920 14447 481 30.0 1.0 0.44
8317 f43bb351-fb98-4a74-bd50-f57e91d3863f.mp4 677471265 1800.13 1920 1080 54003 1800 30.0 1.0 0.75
8318 27825332-6946-4c1c-9b4f-e4de4f13b718.mp4 280283639 708.03 1920 1440 21240 708 30.0 1.0 1.15
8319 159a03bd-00f6-47db-8e10-6f0e6a992b22.mp4 29962504 142.9 1440 1080 4287 142 30.0 1.0 0.64
8320 0386e502-b034-4cb3-ab3e-f44c154f18dc.mp4 150076737 300.7 1440 1080 9021 300 30.0 1.0 0.35
8321 c192f609-0fae-4e6f-bbce-b439c91249e0.mp4 525780292 1562.1 1920 1080 46863 1562 30.0 1.0 0.71
8322 43383e0d-02c8-4da4-8365-ccb3e6d55eac.mp4 43753026 100.7 1920 1440 3021 100 30.0 1.0 0.68
8323 f41432c6-1ef3-48f6-8646-887ab70cb031.mp4 396333218 1204.73 1920 1440 36141 1204 30.0 1.0 0.38
